id,english,tigrinya,domain,tokenized_english,tokenized_tigrinya,eng_length,tir_length
407,A 500-error code can occur if the order windows fill up while you’re in the process of ordering.,ኣብ መስርሕ ትእዛዝ ኣብ ዘለኹምሉ እዋን፣ መስኮታት ትእዛዝ እንተመሊኡ፣ 500-ስሕተት ዘለዎ ኮድ ክኽሰት ይኽእል።,legal,['A 500-error code can occur if the order windows fill up while you’re in the process of ordering.'],['ኣብ መስርሕ ትእዛዝ ኣብ ዘለኹምሉ እዋን፣ መስኮታት ትእዛዝ እንተመሊኡ፣ 500-ስሕተት ዘለዎ ኮድ ክኽሰት ይኽእል።'],18,14
408,The only solution for this is to try placing the order again from the beginning.,ናይዚ እንኮ መፍትሒ ካብ መጀመርታ ነቲ ትእዛዝ ዳግማይ ክትህቦ ምፍታን እዩ።,legal,['The only solution for this is to try placing the order again from the beginning.'],['ናይዚ እንኮ መፍትሒ ካብ መጀመርታ ነቲ ትእዛዝ ዳግማይ ክትህቦ ምፍታን እዩ።'],15,11
411,R&P Case Closure Letter,ናይ R&P ጉዳይ ናይ ምዕጻው ደብዳቤ,legal,['R&P Case Closure Letter'],['ናይ R&P ጉዳይ ናይ ምዕጻው ደብዳቤ'],4,6
415,{t1}This letter is to inform you that you and the participating members of your family have completed the Reception and Placement (R&P) Program at Exodus Refugee Immigration - Indianapolis.,{t1}እዚ ደብዳቤ እዚ ንስኻን ተሳተፍቲ ኣባላት ስድራቤትካን ኣብ Exodus Refugee Immigration - Indianapolis  ምቕባልን ምምዳብን (R&P) Program ከም ዝወዳእኩም ንምሕባር እዩ።,legal,['{t1}This letter is to inform you that you and the participating members of your family have completed the Reception and Placement (R&P) Program at Exodus Refugee Immigration - Indianapolis.'],['{t1}እዚ ደብዳቤ እዚ ንስኻን ተሳተፍቲ ኣባላት ስድራቤትካን ኣብ Exodus Refugee Immigration - Indianapolis  ምቕባልን ምምዳብን (R&P) Program ከም ዝወዳእኩም ንምሕባር እዩ።'],29,21
416,As of {/t1}{u1}08/05/24{/u1}{t2} for the following reason: {/t2},ካብ {/t1}{u1}12/11/16{/u1}{t2} ብዝስዕብ ምኽንያት፦ {/t2},legal,['As of {/t1}{u1}08/05/24{/u1}{t2} for the following reason: {/t2}'],['ካብ {/t1}{u1}12/11/16{/u1}{t2} ብዝስዕብ ምኽንያት፦ {/t2}'],8,5
418,Cash-Based R&P (Pre or Post-Arrival Cash-Based),Cash-Based R&P (Pre or Post-Arrival Cash-Based),legal,['Cash-Based R&P (Pre or Post-Arrival Cash-Based)'],['Cash-Based R&P (Pre or Post-Arrival Cash-Based)'],6,6
419,Refusal of R&P Program services,ናይ R&P Program ኣገልግሎታት ምኽልካል,legal,['Refusal of R&P Program services'],['ናይ R&P Program ኣገልግሎታት ምኽልካል'],5,5
420,Completion of R&P Program service period,ምዝዛም ናይ R&P Program ናይ ኣገልግሎት ግዜ,legal,['Completion of R&P Program service period'],['ምዝዛም ናይ R&P Program ናይ ኣገልግሎት ግዜ'],6,7
422,You and participating members of your family received the following R&P Program services from Exodus Refugee- Indianapolis:,ንስኻን ተሳተፍቲ ኣባላት ስድራቤትካን ካብ Exodus Refugee- Indianapolis እዞም ዝስዕቡ ናይ R&P Program ኣገልግሎታት ተቐቢልኩም ኣለኹም፦,legal,['You and participating members of your family received the following R&P Program services from Exodus Refugee- Indianapolis:'],['ንስኻን ተሳተፍቲ ኣባላት ስድራቤትካን ካብ Exodus Refugee- Indianapolis እዞም ዝስዕቡ ናይ R&P Program ኣገልግሎታት ተቐቢልኩም ኣለኹም፦'],17,16
423,"Application for Public Benefits (SNAP, Medicaid, RMA, etc.)","መመልከቲ ህዝባዊ ጥቕምታት (SNAP, Medicaid, RMA, ወዘተ)",legal,"['Application for Public Benefits (SNAP, Medicaid, RMA, etc.)']","['መመልከቲ ህዝባዊ ጥቕምታት (SNAP, Medicaid, RMA, ወዘተ)']",8,7
424,Application for Cash Assistance (Refugee Cash Assistance or TANF),ናይ ገንዘብ ሓገዝ መመልከቲ (ናይ ስደተኛታት ናይ ገንዘብ ሓገዝ ወይ TANF),legal,['Application for Cash Assistance (Refugee Cash Assistance or TANF)'],['ናይ ገንዘብ ሓገዝ መመልከቲ (ናይ ስደተኛታት ናይ ገንዘብ ሓገዝ ወይ TANF)'],9,11
425,Assistance to enroll in the Matching Grant (MG) program.,ኣብ ፕሮግራም Matching Grant (MG) ንምምዝጋብ ዝግበር ሓገዝ።,legal,['Assistance to enroll in the Matching Grant (MG) program.'],['ኣብ ፕሮግራም Matching Grant (MG) ንምምዝጋብ ዝግበር ሓገዝ።'],9,8
426,Assistance to enroll in Employment programming.,ኣብ መደብ ስራሕ ንምምዝጋብ ዝግበር ሓገዝ።,legal,['Assistance to enroll in Employment programming.'],['ኣብ መደብ ስራሕ ንምምዝጋብ ዝግበር ሓገዝ።'],6,6
427,Assistance to enroll in English Language Training,ኣብ ስልጠና ቋንቋ እንግሊዝ ንምምዝጋብ ዝግበር ሓገዝ,legal,['Assistance to enroll in English Language Training'],['ኣብ ስልጠና ቋንቋ እንግሊዝ ንምምዝጋብ ዝግበር ሓገዝ'],7,7
428,Enrollment in school for school-age children,ኣብ ዕድመ ትምህርቲ ንዝርከቡ ህጻናት ኣብ ቤት ትምህርቲ ምዝገባ,legal,['Enrollment in school for school-age children'],['ኣብ ዕድመ ትምህርቲ ንዝርከቡ ህጻናት ኣብ ቤት ትምህርቲ ምዝገባ'],6,9
430,Assistance to complete the refugee health screening.,ናይ ስደተኛታት ናይ ጥዕና ምርመራ ንምፍጻም ሓገዝ ምግባር።,legal,['Assistance to complete the refugee health screening.'],['ናይ ስደተኛታት ናይ ጥዕና ምርመራ ንምፍጻም ሓገዝ ምግባር።'],7,8
431,Assistance to receive a Social Security Card(s),ማሕበራዊ ድሕነት ካርዲ(ታት) ንምርካብ ዝግበር ሓገዝ,legal,['Assistance to receive a Social Security Card(s)'],['ማሕበራዊ ድሕነት ካርዲ(ታት) ንምርካብ ዝግበር ሓገዝ'],7,6
432,Assistance to receive an Employment Authorization Document(s),ናይ ስራሕ ፍቓድ ሰነድ(ታት) ንምርካብ ዝግበር ሓገዝ,legal,['Assistance to receive an Employment Authorization Document(s)'],['ናይ ስራሕ ፍቓድ ሰነድ(ታት) ንምርካብ ዝግበር ሓገዝ'],7,7
433,Other: WIC/ SSI / Family Reunification,ካልእ፦ WIC/ SSI / Family Reunification,legal,['Other: WIC/ SSI / Family Reunification'],['ካልእ፦ WIC/ SSI / Family Reunification'],6,6
434,{t1}Services from the Office of Refugee Resettlement (ORR) will continue to be available to you for up to {/t1}{b1}five years{/b1}{t2} from the date of your arrival to the United States.,{t1}ካብ Office of Refugee Resettlement (ORR) ዝመጽእ ኣገልግሎት ክሳብ {/t1}{b1}ሓሙሽተ ዓመት{/b1}{t2} ካብታ ናብ ሕቡራት መንግስታት ኣመሪካ ዝመጻእካላ ዕለት ጀሚሩ ክቕጽል እዩ።,legal,['{t1}Services from the Office of Refugee Resettlement (ORR) will continue to be available to you for up to {/t1}{b1}five years{/b1}{t2} from the date of your arrival to the United States.'],['{t1}ካብ Office of Refugee Resettlement (ORR) ዝመጽእ ኣገልግሎት ክሳብ {/t1}{b1}ሓሙሽተ ዓመት{/b1}{t2} ካብታ ናብ ሕቡራት መንግስታት ኣመሪካ ዝመጻእካላ ዕለት ጀሚሩ ክቕጽል እዩ።'],30,21
435,You can access these services at resettlement agencies or approved service providers closest to you.,ነዞም ኣገልግሎታት ኣብቶም ዝቐረቡኻ ናይ ዳግመ-ምጥያስ ትካላት ወይ ፍቓድ ዘለዎም ወሃብቲ ኣገልግሎት ክትረኽቦም ትኽእል ኢኻ።,legal,['You can access these services at resettlement agencies or approved service providers closest to you.'],['ነዞም ኣገልግሎታት ኣብቶም ዝቐረቡኻ ናይ ዳግመ-ምጥያስ ትካላት ወይ ፍቓድ ዘለዎም ወሃብቲ ኣገልግሎት ክትረኽቦም ትኽእል ኢኻ።'],15,15
436,"For more information, please visit ORR’s website at {/t2}{a1}https://www.acf.hhs.gov//orr/programs/refugees{/a1}",ንተወሳኺ ሓበሬታ፣በጃኻኣብ ናይ ORR ድሕረ-ገጽ {/t2}{a1}https://www.acf.hhs.gov//orr/programs/refugees ተወከስ{/a1},legal,"['For more information, please visit ORR’s website at {/t2}{a1}https://www.acf.hhs.gov//orr/programs/refugees{/a1}']",['ንተወሳኺ ሓበሬታ፣በጃኻኣብ ናይ ORR ድሕረ-ገጽ {/t2}{a1}https://www.acf.hhs.gov//orr/programs/refugees ተወከስ{/a1}'],9,7
437,{b1}Preferred Communities{/b1}{t1} (PC):,{b1}Preferred Communities{/b1}{t1} (PC)፦,legal,['{b1}Preferred Communities{/b1}{t1} (PC):'],['{b1}Preferred Communities{/b1}{t1} (PC)፦'],3,3
438,"The PC program supports refugees and ORR-eligible populations with challenging needs that require special attention, including those with serious medical conditions, women at risk and elderly refugees.{/t1}",እቲ ፕሮግራም PC ንስደተኛታትን ንORR ብቑዓት ዝኾኑ ህዝብን ፍሉይ ቆላሕታ ዝሓትት በዳሂ ድሌታት ዘለዎምን ይድግፍ፣ እዚ ድማ ነቶም ከቢድ ሕክምናዊ ኩነታት ዘለዎም፣ ኣብ ሓደጋ ዝርከቡ ደቂ ኣንስትዮን ኣረጋውያን ስደተኛታትን ይርከብዎም።{/t1},legal,"['The PC program supports refugees and ORR-eligible populations with challenging needs that require special attention, including those with serious medical conditions, women at risk and elderly refugees.{/t1}']",['እቲ ፕሮግራም PC ንስደተኛታትን ንORR ብቑዓት ዝኾኑ ህዝብን ፍሉይ ቆላሕታ ዝሓትት በዳሂ ድሌታት ዘለዎምን ይድግፍ፣ እዚ ድማ ነቶም ከቢድ ሕክምናዊ ኩነታት ዘለዎም፣ ኣብ ሓደጋ ዝርከቡ ደቂ ኣንስትዮን ኣረጋውያን ስደተኛታትን ይርከብዎም።{/t1}'],27,30
439,{b1}Refugee Support Services{/b1}{t1} (RSS):,{b1}Refugee Support Services{/b1}{t1} (RSS)፦,legal,['{b1}Refugee Support Services{/b1}{t1} (RSS):'],['{b1}Refugee Support Services{/b1}{t1} (RSS)፦'],4,4
440,"Refugee Support Services funding helps refugees and other ORR populations gain economic independence by heling them find and maintain employment, preferably within a year of being enrolled in the program.{/t1}",ምወላ Refugee Support Services ንስደተኛታትን ካልኦት ህዝብታት ORRን ስራሕ ንኽረኽቡን ንኽዕቅቡን ብምሕጋዝ ቁጠባዊ ናጽነት ንኽረኽቡ ይሕግዞም፣ እንተተኻኢሉ ኣብቲ መደብ ካብ ዝተመዝገቡ ኣብ ውሽጢ ሓደ ዓመት።{/t1},legal,"['Refugee Support Services funding helps refugees and other ORR populations gain economic independence by heling them find and maintain employment, preferably within a year of being enrolled in the program.{/t1}']",['ምወላ Refugee Support Services ንስደተኛታትን ካልኦት ህዝብታት ORRን ስራሕ ንኽረኽቡን ንኽዕቅቡን ብምሕጋዝ ቁጠባዊ ናጽነት ንኽረኽቡ ይሕግዞም፣ እንተተኻኢሉ ኣብቲ መደብ ካብ ዝተመዝገቡ ኣብ ውሽጢ ሓደ ዓመት።{/t1}'],30,25
442,"You and your family members may also receive public benefits, as eligible.",ከም ብቑዓትመጠን፣ንስኻን ኣባላት ስድራቤትካን እውን ህዝባዊ ሓገዛት ክትረኽቡ ትኽእሉ ኢኹም።,legal,"['You and your family members may also receive public benefits, as eligible.']",['ከም ብቑዓትመጠን፣ንስኻን ኣባላት ስድራቤትካን እውን ህዝባዊ ሓገዛት ክትረኽቡ ትኽእሉ ኢኹም።'],12,10
443,"If are receiving public benefit, you are required to report to FSSA/DFR of any household circumstance changes within 10 days.",ህዝባዊ ረብሓ ትረኽቡ እንተኾይንኩም፣ ዝኾነ ናይ ገዛ ኩነታት ለውጢ ኣብ ውሽጢ 10 መዓልታት ናብ FSSA/DFR ክትሕብሩ ትግደዱ።,legal,"['If are receiving public benefit, you are required to report to FSSA/DFR of any household circumstance changes within 10 days.']",['ህዝባዊ ረብሓ ትረኽቡ እንተኾይንኩም፣ ዝኾነ ናይ ገዛ ኩነታት ለውጢ ኣብ ውሽጢ 10 መዓልታት ናብ FSSA/DFR ክትሕብሩ ትግደዱ።'],20,17
444,This is FSSA/DFR contact number.,እዚ ናይ FSSA/DFR መራኸቢ ቁጽሪ እዩ።,legal,['This is FSSA/DFR contact number.'],['እዚ ናይ FSSA/DFR መራኸቢ ቁጽሪ እዩ።'],5,6
446,"{b1}TRAVEL LOAN:{/b1}{t1} As a reminder, refugees and SIVs are responsible to make payments towards their IOM Transportation Loan until the loan is paid in full.",{b1}TRAVEL LOAN፦{/b1}{t1} ከም መዘኻኸሪ፣ ስደተኛታትን SIVsን ክሳብ እቲ ልቓሕ ምሉእ ብምሉእ ዝኽፈል ናብ ናይ IOM Transportation Loan ገጾም ክፍሊት ክገብሩ ሓላፍነት ኣለዎም።,legal,"['{b1}TRAVEL LOAN:{/b1}{t1} As a reminder, refugees and SIVs are responsible to make payments towards their IOM Transportation Loan until the loan is paid in full.']",['{b1}TRAVEL LOAN፦{/b1}{t1} ከም መዘኻኸሪ፣ ስደተኛታትን SIVsን ክሳብ እቲ ልቓሕ ምሉእ ብምሉእ ዝኽፈል ናብ ናይ IOM Transportation Loan ገጾም ክፍሊት ክገብሩ ሓላፍነት ኣለዎም።'],25,22
447,You will receive a notification letter within five to six months of your date of arrival to begin making payments.,ክፍሊት ንምጅማር ካብ ዝመጻእካሉ ዕለት ጀሚሩ ኣብ ውሽጢ ሓሙሽተ ክሳብ ሽዱሽተ ኣዋርሕ ናይ ሓበሬታ ደብዳበ ክመጸካ እዩ።,legal,['You will receive a notification letter within five to six months of your date of arrival to begin making payments.'],['ክፍሊት ንምጅማር ካብ ዝመጻእካሉ ዕለት ጀሚሩ ኣብ ውሽጢ ሓሙሽተ ክሳብ ሽዱሽተ ኣዋርሕ ናይ ሓበሬታ ደብዳበ ክመጸካ እዩ።'],20,17
448,"IOM Transportation Loan payments can be completed online, or payments can be mailed to the following addresses:{/t1}",ክፍሊት IOM Transportation Loan ብመርበብ ሓበሬታ ክዛዘም ይኽእል፣ ወይ ድማ ክፍሊት ናብዞም ዝስዕቡ ኣድራሻታት ብፖስታ ክለኣኽ ይኽእል፦{/t1},legal,"['IOM Transportation Loan payments can be completed online, or payments can be mailed to the following addresses:{/t1}']",['ክፍሊት IOM Transportation Loan ብመርበብ ሓበሬታ ክዛዘም ይኽእል፣ ወይ ድማ ክፍሊት ናብዞም ዝስዕቡ ኣድራሻታት ብፖስታ ክለኣኽ ይኽእል፦{/t1}'],17,17
449,Church World Service/IRP+,Church World Service/IRP+,legal,['Church World Service/IRP+'],['Church World Service/IRP+'],3,3
450,"475 Riverside Dr. STE 700 New York, NY 10115",475 Riverside Dr. STE 700 New York፣ NY 10115,legal,"['475 Riverside Dr', 'STE 700 New York, NY 10115']",['475 Riverside Dr. STE 700 New York፣ NY 10115'],9,9
451,"For more information on repaying your IOM Travel Loan, please see below:",ንተወሳኺ ሓበሬታ ብዛዕባናትካ ምምላስ IOM Travel Loan፣ ኣብ ታሕቲ ርአ፦,legal,"['For more information on repaying your IOM Travel Loan, please see below:']",['ንተወሳኺ ሓበሬታ ብዛዕባናትካ ምምላስ IOM Travel Loan፣ ኣብ ታሕቲ ርአ፦'],12,10
452,{t1}IOM Transportation Loan: {/t1}{a1}{a2}https://usr{/a2}{f1/}{a3}a{/a3}{f2/}{a4}p.iom.int/travel-loans{/a4}{/a1},{t1}IOM Transportation Loan፦ {/t1}{a1}{a2}https://usr{/a2}{f1/}{a3}a{/a3}{f2/}{a4}p.iom.int/travel-loans{/a4}{/a1},legal,['{t1}IOM Transportation Loan: {/t1}{a1}{a2}https://usr{/a2}{f1/}{a3}a{/a3}{f2/}{a4}p.iom.int/travel-loans{/a4}{/a1}'],['{t1}IOM Transportation Loan፦ {/t1}{a1}{a2}https://usr{/a2}{f1/}{a3}a{/a3}{f2/}{a4}p.iom.int/travel-loans{/a4}{/a1}'],4,4
453,CWS Travel Loan Department:,CWS Travel Loan Department፦,legal,['CWS Travel Loan Department:'],['CWS Travel Loan Department፦'],4,4
455,"{t1}Phone: 1-866-723-9579 | Email: {/t1}{a1}travelloans@cwsglobal.org,{/a1}",{t1}ቴሌፎን፦ 1-866-723-9579 | ኢመይል፦ {/t1}{a1}travelloans@cwsglobal.org፣{/a1},legal,"['{t1}Phone: 1-866-723-9579 | Email: {/t1}{a1}travelloans@cwsglobal.org,{/a1}']",['{t1}ቴሌፎን፦ 1-866-723-9579 | ኢመይል፦ {/t1}{a1}travelloans@cwsglobal.org፣{/a1}'],5,5
457,Please remember you will need to adjust your status with United States Citizenship and Immigration Services (USCIS) one year after your date of arrival to obtain Permanent Residency in the United States.,በጃኹም ኣብ ኣሜሪካ ቀዋሚ መንበሪ ንምርካብ ድሕሪ ሓደ ዓመት ካብ ዝመጻእኩምሉ ዕለት ምስ ኣገልግሎት ዜግነትን ኢሚግሬሽንን ሕቡራት መንግስታት ኣመሪካ (USCIS) ኩነታትኩም ከተመዓራርዩ ከምዘድልየኩም ኣይትረስዑ።,legal,['Please remember you will need to adjust your status with United States Citizenship and Immigration Services (USCIS) one year after your date of arrival to obtain Permanent Residency in the United States.'],['በጃኹም ኣብ ኣሜሪካ ቀዋሚ መንበሪ ንምርካብ ድሕሪ ሓደ ዓመት ካብ ዝመጻእኩምሉ ዕለት ምስ ኣገልግሎት ዜግነትን ኢሚግሬሽንን ሕቡራት መንግስታት ኣመሪካ (USCIS) ኩነታትኩም ከተመዓራርዩ ከምዘድልየኩም ኣይትረስዑ።'],32,24
